"","x"
"1",0.52161337127649
"2",0.580086140642529
"3",0.563278828065438
"4",0.498838558362536
"5",0.474236678901047
"6",0.546693385181837
"7",0.566149606328183
"8",0.460705785986391
"9",0.48277679679844
"10",0.567129300719337
"11",0.644303522447228
"12",0.565845941132036
"13",0.544094072307967
"14",0.377528501038104
"15",0.680046998793886
