"","Reductions","values"
"1",0,1
"2",1,1.05150217040346
"3",2,1.04855475884069
"4",3,1.00758155355773
"5",4,1.01606708519543
"6",5,1.01606163737157
"7",6,0.993146929627354
"8",7,0.974929329143102
"9",8,0.972834137424718
"10",9,0.972317722449344
"11",10,0.959510607549033
"12",11,0.959060049085851
"13",12,0.94067710614056
"14",13,0.916702400031821
"15",14,0.913277345664052
"16",15,0.88772825297913
"17",16,0.887095575288915
"18",17,0.854258459913593
"19",18,0.84990358033379
"20",19,0.818622450552486
"21",20,0.841546918849165
"22",21,0.82125958719607
"23",22,0.810769338817155
"24",23,0.804093132695556
"25",24,0.793099381658552
"26",25,0.798103489738891
"27",26,0.764577758078778
"28",27,0.766231623659711
"29",28,0.755821915060835
"30",29,0.736618551225396
"31",30,0.731676703134071
"32",31,0.711006442885916
"33",32,0.707248810914199
"34",33,0.657746044738889
"35",34,0.707935053247948
"36",35,0.683388983059259
"37",36,0.659761726190251
"38",37,0.671829597324426
"39",38,0.642380836738664
"40",39,0.62874775280945
"41",40,0.632066218544607
"42",41,0.620253973272172
"43",42,0.620814471068219
"44",43,0.582035566978331
"45",44,0.597532060285065
"46",45,0.586324787923649
"47",46,0.58294780778071
"48",47,0.584929900093164
"49",48,0.550165597138785
"50",49,0.521525300780474
"51",50,0.504851415181329
"52",51,0.508513270162463
"53",52,0.520529194125231
"54",53,0.48797994220265
"55",54,0.478480960103403
"56",55,0.467059518421348
"57",56,0.445496041776399
"58",57,0.427886707823701
"59",58,0.384533693282189
"60",59,0.397582624591726
"61",60,0.389716981313853
"62",61,0.353366375706206
"63",62,0.334404464597501
"64",63,0.343703230426502
"65",64,0.354965686545376
"66",65,0.352870912943265
"67",66,0.332252142828101
"68",67,0.31251994172251
"69",68,0.332928653978224
"70",69,0.318281542689491
"71",70,0.277971253736178
"72",71,0.285333317669625
"73",72,0.280068569151269
"74",73,0.213634197864246
"75",74,0.212209064645757
"76",75,0.201748880749269
"77",76,0.168332879456118
"78",77,0.165470384492178
"79",78,0.162134312687739
"80",79,0.166191848639678
"81",80,0.128473207259692
"82",81,0.14138964073204
"83",82,0.131517808175964
"84",83,0.133389549754829
"85",84,0.148412782410821
"86",85,0.122724439256893
"87",86,0.150619015320028
"88",87,0.127900229754657
"89",88,0.0844699813286398
"90",89,0.0967520564545476
"91",90,0.0578863198389835
"92",91,0.0650786663660577
"93",92,NA
"94",93,NA
"95",94,NA
"96",95,NA
"97",96,NA
"98",97,NA
"99",98,NA
"100",99,NA
"101",100,NA
