"","x"
"1",0.423883377793112
"2",0.506537002326341
"3",0.507634985513276
"4",0.567400238141727
"5",0.518896775342304
"6",0.481252565921106
"7",0.457952652511379
"8",0.445207895424745
"9",0.537132983311531
"10",0.320788923601168
"11",0.556699298662237
"12",0.452011154837294
"13",0.412814825931353
"14",0.511935365573655
"15",0.575176284699684
