"","x"
"1",0.422685002867754
"2",0.552906955945528
"3",0.570004742877299
"4",0.518545720175644
"5",0.447337496385115
"6",0.413333384853048
"7",0.447717070633986
"8",0.438107756263992
"9",0.481588614557045
"10",0.446288121412871
"11",0.51977262868425
"12",0.414867919408906
"13",0.350507649839032
"14",0.435241403147369
"15",0.500421667514205
