"","x"
"1",0.641107956481387
"2",0.722603672191356
"3",0.675286890446573
"4",0.594707796608781
"5",0.734247656778387
"6",0.552244947819071
"7",0.613074388623924
"8",0.668961570304236
"9",0.614313886897806
"10",0.786839818985272
"11",0.62443660774282
"12",0.574186261421256
"13",0.573435907263121
"14",0.767656461615324
"15",0.411518252303556
