"","x"
"1",0.859555698831562
"2",0.754207140022786
"3",0.83532041238511
"4",0.829449865384377
"5",0.698751883699066
"6",0.93219573146317
"7",0.627923681347975
"8",0.817863864719618
"9",0.722095333686761
"10",0.799679966310668
"11",0.812995114587155
"12",0.9476703465604
"13",0.825827920984357
"14",0.683740924634746
"15",0.815597182793451
