"","x"
"1",0.429419366138146
"2",0.402532830747003
"3",0.439831488896997
"4",0.470464745523199
"5",0.426457484400082
"6",0.346577436406217
"7",0.431697989928003
"8",0.408302622791909
"9",0.405023091838695
"10",0.41524480911571
"11",0.511275740973963
"12",0.400331928353627
"13",0.59030764585466
"14",0.358172384510391
"15",0.441138316768967
