"","x"
"1",1.16837324379985
"2",1.34854682071269
"3",1.14753993950708
"4",1.04884177378595
"5",1.09258655923192
"6",1.22389945512682
"7",1.13838923771872
"8",1.32171548938297
"9",1.22929715133263
"10",1.11848117682831
"11",1.18546182446431
"12",1.30360817930448
"13",1.17953883976771
"14",1.18536142175864
"15",1.36327240773479
