"","x"
"1",0.531780459403361
"2",0.456544375822964
"3",0.603078394050953
"4",0.601861612813163
"5",0.56437715174454
"6",0.477758908192404
"7",0.522830848896852
"8",0.561603614657808
"9",0.645037927392257
"10",0.524263394681762
"11",0.502808978265665
"12",0.399330390535483
"13",0.506371068397483
"14",0.577430336862434
"15",0.465529728186454
