"","Reductions","values"
"1",0,1
"2",1,1.002239954035
"3",2,1.00261805746336
"4",3,1.01106599462449
"5",4,1.01179398325709
"6",5,1.00558441599346
"7",6,1.00659785078872
"8",7,1.01846052448324
"9",8,1.02508157594192
"10",9,1.01702012347344
"11",10,1.02685073773098
"12",11,1.02633543055077
"13",12,1.01901252028462
"14",13,1.01494226199745
"15",14,1.00956977540759
"16",15,1.01420957169191
"17",16,1.01949779443093
"18",17,1.03580245062773
"19",18,1.02669353512103
"20",19,1.0244252121548
"21",20,1.02309249952036
"22",21,1.01062558361266
"23",22,1.00348425745749
"24",23,0.993331114738905
"25",24,0.987557998457286
"26",25,0.979290979627491
"27",26,0.970308064544096
"28",27,0.958177831042226
"29",28,0.95714624143773
"30",29,0.966278580810805
"31",30,0.962078266687505
"32",31,0.956142959297861
"33",32,0.958811466322028
"34",33,0.967403159978478
"35",34,0.933599743704026
"36",35,0.908994924868041
"37",36,0.889758850245564
"38",37,0.88270099254198
"39",38,0.882138293021104
"40",39,0.873547345857065
"41",40,0.865203491426153
"42",41,0.866853305449017
"43",42,0.855403269862185
"44",43,0.841067750051557
"45",44,0.837033530982341
"46",45,0.82168500218605
"47",46,0.772262850019742
"48",47,0.757790824808855
"49",48,0.752541284786609
"50",49,0.732458313291774
"51",50,0.723261008034243
"52",51,0.708554667948415
"53",52,0.696162686107444
"54",53,0.684286058679123
"55",54,0.661899995884999
"56",55,0.645954095411436
"57",56,0.613841571750702
"58",57,0.598098478084209
"59",58,0.607178164499557
"60",59,0.58195853355969
"61",60,0.56604122671303
"62",61,0.547731784585492
"63",62,0.521520027618771
"64",63,0.506151732398764
"65",64,0.496620212877875
"66",65,0.490740942784984
"67",66,0.49086927906155
"68",67,0.501001602529902
"69",68,0.487126435569062
"70",69,0.500000399900407
"71",70,0.504819259343595
"72",71,0.467918872492918
"73",72,0.440572148949524
"74",73,0.414809812782246
"75",74,0.390530018963594
"76",75,0.382277062395327
"77",76,0.341488435343183
"78",77,0.296938933338275
"79",78,0.30926627577327
"80",79,0.310467691443974
"81",80,0.291777017712522
"82",81,0.279511112297743
"83",82,0.290974670654717
"84",83,0.235602853181851
"85",84,0.21949027414408
"86",85,0.21726229315278
"87",86,0.174662948105197
"88",87,0.150566152004683
"89",88,0.129515037687892
"90",89,0.0851128940094672
"91",90,0.0647147473711662
"92",91,0.0561350576278733
"93",92,0.0796752407513261
"94",93,0.0317425524206972
"95",94,0.00420875420875421
"96",95,NA
"97",96,NA
"98",97,NA
"99",98,NA
"100",99,NA
"101",100,NA
