"","x"
"1",0.640809173095421
"2",0.56820384657998
"3",0.623973287224051
"4",0.592423556315645
"5",0.616830333922581
"6",0.674501245733918
"7",0.743534029559969
"8",0.503274038443734
"9",0.703438698532352
"10",0.509118601916339
"11",0.702010554144427
"12",0.648547872148546
"13",0.606738782387154
"14",0.674795266572593
"15",0.552534145851281
