"","x"
"1",0.494670568026214
"2",0.511307531324277
"3",0.486122959268499
"4",0.599710337466119
"5",0.685977821433355
"6",0.591910481796338
"7",0.578022324775361
"8",0.427513775848903
"9",0.3979203357803
"10",0.409021907642466
"11",0.553042058357177
"12",0.506748994494916
"13",0.499262696846927
"14",0.566095587773195
"15",0.419442364777022
