"","x"
"1",1.34709058686934
"2",1.0209653581296
"3",1.25680605808524
"4",1.30916815380458
"5",1.24317555445977
"6",1.13179839045421
"7",1.1096614058241
"8",1.23375676369916
"9",1.09413640852139
"10",1.16142946288811
"11",1.19259775917681
"12",1.02285570985748
"13",1.17653855997896
"14",1.13993831866935
"15",1.10337724488991
