"","x"
"1",0.425932288806122
"2",0.421937766543687
"3",0.586327157911482
"4",0.45783305774441
"5",0.612281433936518
"6",0.633090476149015
"7",0.424212738267799
"8",0.586141115478058
"9",0.54619640739444
"10",0.575428098078563
"11",0.557964138418388
"12",0.462101566751149
"13",0.553932603990396
"14",0.540368209361027
"15",0.441057714374687
