"","x"
"1",0.41092389106952
"2",0.541019770874446
"3",0.378213095370863
"4",0.402586562675345
"5",0.422921936166164
"6",0.492667340562894
"7",0.455748154134712
"8",0.552113644945286
"9",0.427597969842489
"10",0.424501448119327
"11",0.430081474322074
"12",0.523345772072345
"13",0.444047363884599
"14",0.436443876821359
"15",0.38669192599723
