"","rowMeans(subToParentRats, na.rm = TRUE)","rowMeans(subToParentRats, na.rm = TRUE).1","rowMeans(subToParentRats, na.rm = TRUE).2","rowMeans(subToParentRats, na.rm = TRUE).3","rowMeans(subToParentRats, na.rm = TRUE).4","rowMeans(subToParentRats, na.rm = TRUE).5","rowMeans(subToParentRats, na.rm = TRUE).6","rowMeans(subToParentRats, na.rm = TRUE).7","rowMeans(subToParentRats, na.rm = TRUE).8","rowMeans(subToParentRats, na.rm = TRUE).9","rowMeans(subToParentRats, na.rm = TRUE).10","rowMeans(subToParentRats, na.rm = TRUE).11","rowMeans(subToParentRats, na.rm = TRUE).12","rowMeans(subToParentRats, na.rm = TRUE).13","rowMeans(subToParentRats, na.rm = TRUE).14"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",1.08210679379767,0.985474274631377,1.05306724851623,1.01819949693308,1.00312374085443,1.04667929954066,1.03820940176979,1.12926242875176,1.0836346256438,1.11513832601867,1.05650264581354,1.01191502630938,1.04193809681931,1.07967956134886,1.01495755913954
"3",1.2351172428048,0.980834409492124,1.03100367161614,1.05887987998444,1.00590739127401,1.01716281421639,0.991300740595807,1.09746673826107,1.02020817466506,1.11694870203183,1.07322105414831,0.987193100572056,1.02348255096759,1.02526349626615,0.981325864422156
"4",1.08771367532694,1.0122577971911,1.05410446731851,1.02037654182709,0.967009653051086,0.964382829416362,0.963824628955494,0.959538996818405,1.12584490455621,1.14417254660263,0.991387905164912,0.974977155835183,0.967838489686152,0.908994666414823,0.978029827254205
"5",1.10730470733251,1.0598520154489,0.971311999592944,1.07455327219511,1.02081829507094,0.967729249697709,1.03958215801606,0.986715015787798,1.06718823561467,1.09195965373391,0.920592121234053,0.933674531738374,0.992964690492116,0.923845270738863,0.922617525936847
"6",1.05057994086429,0.935255806211803,0.97280859610225,1.09069737510272,1.02101722624523,0.908958001079939,0.96781346840447,0.956323784913146,0.89377888844221,1.11547325759744,1.04318508422604,0.927409059412945,0.993889776608294,1.0115022453641,0.91376698384013
"7",1.08538773029604,1.02096809219434,0.850841698191187,1.14899078330233,0.928330926218087,1.01122321035476,0.974773399627777,0.928303527022381,0.953806424738589,1.01901895343767,0.977207282972278,0.925992024266417,0.990915076346352,0.985229281387274,0.995794370680264
"8",1.04603645325317,1.01018664219435,0.87980961102041,1.02663222498977,1.01655042985132,1.06863101074004,0.974105613880807,0.969727198915951,1.02536220534685,1.01158262458632,0.966870802551801,0.986266284696166,1.0510780189323,0.945202154501348,0.929928794943292
"9",1.0296868262645,0.984220114621357,0.90817389079385,1.01056108680327,0.981878109371424,1.0303272311804,1.01323991393555,0.884454233406548,0.989899000431305,1.04011613735046,0.987047067491898,0.917999266881318,1.00295406629456,0.974201194204565,0.977812926828475
"10",0.998293675767371,0.96669734732917,0.948950959631014,0.98375770643332,1.02782192876646,0.961720091614465,1.01906395549836,0.875144978705617,1.117089023662,1.03718287796899,0.835244799429402,0.98333161888866,0.971030393172819,1.01780744373618,0.913159379776999
"11",1.01262057698774,1.01183770654804,0.8831623459598,0.984394775827267,1.0190615773738,0.932966792209532,1.10516021996157,0.912188561820302,1.02262914406942,0.984973086944399,0.858912599008513,0.910575345881202,0.976791256357926,1.00844952065959,0.849368358428924
"12",1.00978096813828,1.08359345692553,0.832867014864347,0.946979716102787,0.965532832336656,0.859829971717284,1.00076607173479,0.920575235701618,1.02211824868806,1.00421096281269,0.955082924299033,0.839084029973939,0.946818173120024,1.0190434063034,0.837527836588203
"13",0.968696150934078,0.967132030304413,0.831491693689682,0.972032808491452,1.04398145130591,0.881984341855966,0.978945139330708,0.878525128622099,0.982388944042116,1.09082290346606,0.906117091611275,0.958094492128183,0.892838792938513,0.964052639326135,0.810645890056113
"14",0.967604039055513,1.04554620623325,0.790937715966186,1.00682528900711,0.976891805325666,0.915861650119614,0.933472544749021,0.849760217736323,0.864784213248062,1.04682077532955,0.909337235987541,0.94765613719883,0.816963614351573,0.927439394158089,0.869405082055961
"15",0.888206940253768,1.02403072454213,0.81351486613622,0.964728582240668,0.958074194572349,0.979837004847953,1.05345816541831,0.949896859327975,0.928861451002812,1.07409727680153,0.956921190433286,0.943080546182594,0.863905325852125,0.997689963711237,0.742366097023654
"16",0.889453701768289,1.04769248864409,0.763805673316053,0.946932912172215,0.926660184005773,0.921803548810812,1.03462470275688,0.892140372268077,0.906314000266864,0.919582645342854,0.892103937603069,0.945933620898411,0.912434893668332,0.920884215298263,0.847906439000737
"17",0.940218290559071,1.07180017097796,0.759147628885293,0.898549473712795,0.895517077022575,0.893428887135292,0.965921976621775,0.832200254991025,0.970542286228051,0.885793237306792,0.917288535635615,0.956588620863498,0.826714593743577,0.878284004182696,0.801716296806835
"18",0.948631885283655,0.97339304075856,0.665047917608405,0.869392312291589,0.949461703816307,0.850079554349332,1.11680803307793,0.93204091401834,0.861622012929212,0.952800687589139,0.921327674245532,0.935926636108878,0.831427208703739,0.899777487905832,0.793366996246235
"19",0.815751043704812,0.980560037067768,0.703544028413687,0.892936948317751,0.842280312998429,0.890109558925341,1.05793759888347,0.801330793217083,0.912336161636797,0.929183880539019,0.853175187860103,0.963549201522707,0.801520099426743,0.918483463101193,0.835228608982146
"20",0.913724969941984,1.05925687930532,0.716132975215877,0.89687537810359,0.87583528727786,0.833582117102096,1.06716434922957,0.909147977833653,0.872944723717829,0.766616655876678,0.820547210485828,0.812846943728397,0.768211590563572,0.950054204510318,0.79745935452081
"21",0.861216746168123,1.03656315080659,0.759054120667468,0.911416472095775,0.813189577121952,0.878750121273639,0.976478011119635,0.852603706530366,0.849778246338966,0.831607835135331,0.830481567597574,0.948809102830706,0.76160581447868,0.889086550213904,0.740583780841358
"22",0.803616930169439,0.98743975955367,0.784296719275745,0.845145750698561,0.826784074208762,0.961091402758067,0.990316613613854,0.857805370701848,0.813166167530163,0.576479175887478,0.87326310437786,0.920144089448886,0.737463664407352,0.821834882123041,0.744123528524235
"23",0.766635675655355,0.977134986101081,0.721494267650456,0.861317432390699,0.821116403836875,0.900483674866706,1.00065473177282,0.859665788002962,0.81082311387593,0.476006723952344,0.97067360306208,0.8568841145804,0.772555625003983,0.962826482685279,0.894055443031361
"24",0.720089010042592,0.906955801375989,0.728257820196481,0.706671590558256,0.82270626534329,0.920993526196785,1.07326361365892,0.881912706092249,0.930787586858261,0.508694058892487,0.952061593207816,0.860504136186523,0.762371093305924,0.910122865763942,0.770173419978549
"25",0.779000074664517,0.822074195818758,0.752296262835927,0.730581843181752,0.873279390644093,0.844139678454473,1.06286351690082,0.739910447328988,0.732040803632151,0.505628353994764,0.84008227265023,0.844414982633378,0.712262062817595,0.980724239295601,0.734359621586221
"26",0.729100347244929,0.745290115878762,0.73691125483341,0.641841142314315,0.883633249500415,0.863433385592867,1.16074532260459,0.717520280522441,1.00959024805072,0.508685222990659,0.889051227010508,0.914708609593429,0.751056520154116,0.876044727357604,0.812714139301953
