"","x"
"1",0.830595846968415
"2",0.787555208592349
"3",1.07666668659727
"4",0.922921155754459
"5",0.757987628222239
"6",1.19523671901153
"7",0.894056922406141
"8",1.01028404620707
"9",1.01333233269729
"10",0.89593620633567
"11",0.861644573661678
"12",0.69155110267904
"13",0.742785531372918
"14",0.716513251090057
"15",1.01073725955983
