"","x"
"1",1.04220286007815
"2",1.26014512614488
"3",0.925947146340718
"4",0.959138500363826
"5",0.836126108433861
"6",0.784484431420122
"7",1.0192149221738
"8",1.07720698837089
"9",1.03226137287195
"10",0.936553003648875
"11",1.07010161992585
"12",0.944997422502047
"13",0.989249750515666
"14",1.04833146299616
"15",0.973789408770771
