"","x"
"1",0.682243126544911
"2",1.00685461559959
"3",1.17164886421426
"4",0.911048534312339
"5",0.700771646457726
"6",0.844981342665828
"7",0.85439074554679
"8",0.955820743595408
"9",0.969150150470565
"10",1.21526270052189
"11",0.803143412604253
"12",0.763699134054709
"13",1.06099126525851
"14",0.783613548855006
"15",0.795962269022634
