"","x"
"1",0.713197788002952
"2",0.6133008192178
"3",0.778151644370769
"4",0.682187840350955
"5",0.82326866264004
"6",0.711889223683136
"7",0.647362432818402
"8",0.849084196307443
"9",0.741471390599527
"10",0.709199969877245
"11",0.856213843607428
"12",0.633024990869408
"13",0.636074529690966
"14",0.767609517142385
"15",0.740410829496899
