"","Reductions","values"
"1",0,1
"2",1,1.080974007386
"3",2,1.03859436252205
"4",3,1.04411274675242
"5",4,1.01606073453894
"6",5,1.0306907850479
"7",6,1.01837720984187
"8",7,1.00257775066431
"9",8,0.987869896364071
"10",9,0.946785182709323
"11",10,0.956135810926992
"12",11,0.949403301919177
"13",12,0.925485083873683
"14",13,0.957924330648532
"15",14,0.912848913672565
"16",15,0.933293201953016
"17",16,0.885960882038743
"18",17,0.870740012275978
"19",18,0.873234369686598
"20",19,0.871277184497306
"21",20,0.83557828278678
"22",21,0.833272140435947
"23",22,0.833521346411527
"24",23,0.831938308984189
"25",24,0.806512240672058
"26",25,0.82701034933518
"27",26,0.837080491486428
"28",27,0.821548584198808
"29",28,0.795726705273768
"30",29,0.763939958086754
"31",30,0.755702932155419
"32",31,0.744855433647954
"33",32,0.72673819541288
"34",33,0.721590458679386
"35",34,0.697346493767433
"36",35,0.663807478843911
"37",36,0.682581239354165
"38",37,0.676723872086917
"39",38,0.664044028274994
"40",39,0.674159355898277
"41",40,0.698264142108879
"42",41,0.667239627479098
"43",42,0.650212314028584
"44",43,0.618879581316956
"45",44,0.600889344745918
"46",45,0.640073649349044
"47",46,0.629545228421932
"48",47,0.601105286003647
"49",48,0.588034957865678
"50",49,0.582419679758022
"51",50,0.560342669493524
"52",51,0.554488582763743
"53",52,0.531950282120017
"54",53,0.532377205122275
"55",54,0.496235066316993
"56",55,0.486532140136778
"57",56,0.486908638351632
"58",57,0.508034305254364
"59",58,0.473251900185847
"60",59,0.44927898790904
"61",60,0.477099117747683
"62",61,0.441027944731483
"63",62,0.44671634764843
"64",63,0.410428570806239
"65",64,0.407191154375483
"66",65,0.397879433932492
"67",66,0.40627237687057
"68",67,0.373965511054544
"69",68,0.380280321713645
"70",69,0.335089920130568
"71",70,0.320006026726607
"72",71,0.310937295599947
"73",72,0.315287915716136
"74",73,0.30010191304321
"75",74,0.282230770442217
"76",75,0.250483214496827
"77",76,0.247044123647069
"78",77,0.232522682005942
"79",78,0.251789367126117
"80",79,0.238467727813617
"81",80,0.256875449778562
"82",81,0.200874186455353
"83",82,0.205373657800875
"84",83,0.144971456449714
"85",84,0.181408981822432
"86",85,0.154656409834939
"87",86,0.183680641180166
"88",87,0.138571383116223
"89",88,0.0832262097656348
"90",89,0.105981952668924
"91",90,0.10986729033408
"92",91,0.0819669933996173
"93",92,0.0602976982253735
"94",93,0.0364464888557721
"95",94,0.0565905313339902
"96",95,0.0511129767576964
"97",96,0.0397245514793838
"98",97,NA
"99",98,NA
"100",99,NA
"101",100,NA
