"","x"
"1",0.967458502062676
"2",1.16804332248917
"3",1.18550485509129
"4",1.05191984401055
"5",0.844121085499703
"6",0.998498315680309
"7",0.919860376623524
"8",0.943324782364315
"9",1.16628295265791
"10",1.02665483169176
"11",1.0726580919955
"12",1.13111307140295
"13",0.917254290470802
"14",0.934765715450216
"15",0.937808472920281
