"","x"
"1",0.769390728807474
"2",0.595387054963067
"3",0.797330498346011
"4",0.569770054500891
"5",0.517026161853897
"6",0.81158557140723
"7",0.652589835356228
"8",0.556851002921684
"9",0.629181900686929
"10",0.717876203478897
"11",0.616276415760147
"12",0.73189487423363
"13",0.8253088117069
"14",0.732997122337254
"15",0.579008382178464
