"","x"
"1",0.461219978069694
"2",0.403836751437716
"3",0.511556447662435
"4",0.424214411207978
"5",0.487799224784186
"6",0.458483756871889
"7",0.453126960234892
"8",0.563078460866453
"9",0.463165947081817
"10",0.575696468996155
"11",0.585152125790332
"12",0.444669040003236
"13",0.52543778997613
"14",0.422487190578733
"15",0.495879123411641
